CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,2,6990,1378,1479,29
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,3,34516,1652,1283,39
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,1,1438.3,0,689,23
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,2,24396,1171,965,17
778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,2,2474,2143,1541,40
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,3,5214,795,1258,23
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,5207,1650,1339,20
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,9512,1082,1007,22
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,2,3187,2430,1387,33
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3353,0,960,18
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,2290,1434,1119,18
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,3,5279,1115,1642,41
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,0,23603,0,1382,31
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2601,0,1232,32
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,0,6363,1029,1542,16
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,8029,1576,1094,32
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2410,1769,1217,30
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,2,3401,0,744,18
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,0,2260,1007,1614,33
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,17682,2481,1747,31
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,3,4206,1100,1144,22
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,2,34516,1440,1575,34
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,0,23018,2168,1463,24
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,3,5556,1711,1706,21
718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,1,6094,0,909,14
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,2,2939,1999,2434,33
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,0,5362,1274,1876,41
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,27126,0,1000,25
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,3342,2517,1139,30
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2532,2221,799,21
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,3,1900,1376,1881,45
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,2,14546,1703,1273,27
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,2,2521,1608,1328,33
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,3,16427,1682,1579,36
771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,2,13068,1718,937,28
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,0,23218,1814,1749,37
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,3,3281,837,1424,29
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,2,3096,2217,2011,41
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,3,2052,1250,1208,31
789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,0,1438.3,583,1259,24
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,2,9432,1418,1319,26
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,3,14938,2303,949,27
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,2,2221,1343,1338,30
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,0,5731,1577,1554,26
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,3,34516,2061,1350,32
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,6985,1130,1694,44
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,0,24221,1707,1678,40
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,4,1,15439,0,2069,43
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,2,21637,2030,1222,23
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,2,14543,0,1536,37
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,9684,2475,1400,31
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,5007,930,1050,28
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,0,1616,1047,1389,33
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,19116,0,1184,29
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,2,2759,2223,2093,42
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,8249,1381,678,11
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,2,14041,2154,1467,29
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,2,5264,2169,1219,27
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,1,2420,1912,1730,36
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,0,2826,2070,1025,28
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,2,12518,1539,1165,33
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,1,5876,1297,2133,55
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,3,34516,0,1122,13
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,2,9648,1926,1083,22
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,34516,2177,1234,23
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,0,3025,2376,1277,23
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3265,2517,1843,35
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,6041,1355,1747,49
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2,2293,1823,1166,22
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,13399,2505,1326,31
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,4317,2517,1619,36
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,0,3378,1069,1285,16
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,5012,2242,1142,28
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,0,2569,1605,1190,46
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,2,3471,1785,1052,24
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,34516,1699,1628,38
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,2,3312,1844,1740,32
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,2578,2462,1378,29
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,2,2902,2517,996,26
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,1,2742,2321,1389,32
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,2077,1571,1365,38
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,2,6265,1942,1715,43
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,0,7819,1560,1582,25
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,2731,1692,1220,22
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,3,1438.3,537,715,13
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,2,16286,1710,2552,49
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,3,34516,0,1106,31
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,0,2609,2439,1731,34
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,2,7567,1173,1435,32
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3,22770,2517,1882,38
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,2,3791,1648,2058,34
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,2,2702,2517,1658,32
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,3,2555,2117,1334,32
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,2,2355,1090,1441,29
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,0,5332,0,1371,39
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,2,1443,1375,1991,38
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,3,10741,755,1278,22
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,0,7984,1503,1734,39
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,18584,2517,1330,34
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,3,5585,1465,1787,31
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,2,34516,2165,1672,32
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,4,1438.3,0,1439,41
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,0,2478,2031,1558,31
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,34516,2274,1795,47
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,3,2339,1440,893,22
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,2,2726,0,1099,27
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,14881,848,1408,23
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,1628,969,1893,15
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,3156,1644,1151,31
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,0,4745,1270,1519,31
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,2,19727,1785,1245,25
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,2,22720,793,1102,27
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,0,8129,1799,1402,33
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,3,3751,1521,1060,30
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,3,1594,1411,1459,35
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,0,2569,1403,1456,39
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,2,18206,1586,1439,48
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,3,3104,1766,1353,24
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,2,2406,1560,1173,32
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,3,24571,1955,1746,28
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,3,15534,726,1279,28
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,0,12301,2250,1307,29
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,3,2846,1818,1473,37
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,3,9788,1794,1805,37
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3,7231,2381,1421,23
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,2,2324,1576,1272,37
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,3,12208,1980,1409,34
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,3,5639,1547,647,15
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,2,10021,1617,1275,25
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,0,2215,1915,1270,27
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,2027,1480,1702,37
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,6363,1162,1256,26
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,6,2,3920,2008,3178,53
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,3,9226,1233,1626,29
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,9376,1288,1562,33
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,1944,1346,1960,57
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,0,9599,1554,1154,38
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,2,28202,843,1629,38
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,1,24850,1662,1226,25
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3,3805,2233,1743,27
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2733,1306,1139,39
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,12781,1253,1073,21
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3106,1120,683,17
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,3,0,7477,0,1159,32
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,6,3,34516,2086,1859,47
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,2,29963,2094,1205,28
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,0,6509,2033,1409,37
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,3,3,13450,0,1000,18
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,0,27000,0,1209,39
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,1,34516,1254,1366,25
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,5,2,6347,0,1161,44
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,2,3106,1675,1512,38
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,2536,913,1750,35
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,0,13048,1954,1170,24
779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,3,1,2453,968,2218,50
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,3,2,16138,1249,1198,33
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,0,8077,1965,1329,26
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,1929,1673,857,36
717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3,2,3127,2517,1470,30
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,2,8645,1454,1435,25
753606108,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,49,3,3,1438.3,0,1093,22
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,6,2,2185,0,715,20
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,24487,2517,1512,42
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,6,3,2567,0,2399,43
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,6,3,4131,785,906,22
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,2,10790,1930,1052,16
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,4,3,6884,1001,975,11
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,13961,1299,783,20
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,6,0,29801,1916,990,21
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,4,1,13219,0,1097,24
712159083,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,2536,0,901,35
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,1,9478,820,1327,41
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,6,2,3502,1851,1814,31
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,4,3,10509,2388,1365,34
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,0,1491,0,1058,34
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,6,2,9734,0,1476,38
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,6,3,2305,1627,1230,36
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,3,14241,2081,1581,44
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,2,4789,1257,1534,29
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,3,23138,1727,1612,39
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,6,3,23008,2280,1302,36
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,0,3131,2517,1439,40
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,2,5798,1794,1724,45
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,5,3,6880,1390,1784,35
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,34516,1531,1156,29
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,6,1,2075,1469,2556,49
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,0,4589,0,1590,37
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2317,0,884,19
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1981,1518,973,25
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,3,1,6038,0,1447,30
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,5,2,14910,877,1150,26
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,2,29659,1143,1193,21
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,2,4320,0,706,21
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,3,11213,0,1257,23
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,29,5,2,26181,0,1303,35
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,3,0,5773,0,1306,39
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,4503,0,748,20
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,2,29770,1565,1774,42
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1,5014,1910,1209,25
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,2,3445,1074,1074,31
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,23412,1078,1786,50
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,2,3044,1611,1456,36
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,5,1,14596,2192,1300,25
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3,2,3864,1654,1470,42
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,2,3,17030,1911,715,25
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,4,3,23090,839,1198,24
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,0,29205,1208,1556,43
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,3,14035,2061,1606,30
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,2,2962,2517,929,31
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,6,0,18578,1385,1606,54
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,2,2201,1138,1199,32
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,2,2061,1483,2400,60
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,4,2,24602,1660,1337,44
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2,15911,896,1270,33
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,3,16867,0,654,14
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,3,0,2783,1526,1909,54
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,2,2972,0,922,25
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5,2,5124,2235,1158,42
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,2,2880,2362,1323,26
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,4,0,5579,0,1025,35
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,44,5,3,12010,2149,1700,35
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,34516,1597,1628,51
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,4394,885,1377,32
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,18325,723,1517,33
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,2,3773,1972,1528,25
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,3,21684,1748,1329,24
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,2,1919,774,1505,33
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,2,9995,1713,1172,38
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2,11910,2098,1646,39
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,4,0,2279,1529,1693,32
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3,2,3539,0,1336,23
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,5,3,30579,1351,1289,19
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,4,0,24480,1923,1416,32
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,6,2,17561,0,1608,33
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,3,2,1638,0,1885,51
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2,2947,2216,1744,53
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,6,0,5738,1112,1922,48
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,34,5,2,33304,1833,1448,29
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3,7251,1603,1300,36
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,6,0,2885,1895,1366,31
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,3,2641,1257,1439,39
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,6,0,2801,2043,1241,46
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,16794,809,1917,33
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,3,9336,1672,1391,39
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,0,2763,2517,1246,31
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,17391,1044,1248,27
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,0,3198,2493,1936,44
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,2,5100,1786,2375,63
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,2,3955,2517,1238,25
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,1,3140,1985,1626,41
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,4028,710,791,22
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,2264,0,1204,28
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,21620,2008,1300,33
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,0,6385,1535,1612,47
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,3,2375,1658,1071,28
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,1963,1721,1378,37
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,4256,1084,1100,29
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,0,5097,1152,2052,45
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,3,3228,2517,1349,33
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,3,20231,977,1215,36
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,3,27512,2137,1149,25
